year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2,SF6
1990,Annual,1098,Area,0,0.0175,0,0,0,0,0,0,0,0,0
1990,Annual,1101,Area,0,0.0764,0,0,0,0,0,0,0,0,0
1990,Annual,1105,Area,0,0.0013,0,0,0,0,0,0,0,0,0
1990,Annual,1108,Area,0,0.173,0,0,0,0,0,0,0,0,0
1990,Annual,1110,Area,0.10882,0.743825,3.065381,0.011865,7.592676,137.466003,0.011067,0.019046,0,0,0
1990,Annual,1111,Area,0.019017,0.132035,0.541454,0.001809,1.335882,22.301678,0.001775,0.003107,0,0,0
1990,Annual,1112,Area,0.016304,0.110476,0.45883,0.001559,1.107428,19.226303,0.001515,0.002673,0,0,0
1990,Annual,1115,Area,0.013405,0.14,1.35,0.037022,1.48,633.39917,0.020426,0.023618,0,0,0
1990,Annual,1116,Area,0.004139,0.04,0.52,0.011432,0.28,179.496765,0.00473,0.006307,0,0,0
1990,Annual,1117,Area,0.020399,1.5,4.8,0.062085,4.35,1914.783936,0.091353,0.059424,0,0,0
1990,Annual,1118,Area,0.000555,0.02,0.13,0.001532,0.1,32.379181,0.000555,0.000951,0,0,0
1990,Annual,1119,Area,0.011549,0.15,0.6,0.031898,0.82,480.779907,0.018149,0.016499,0,0,0
1990,Annual,1120,Area,0.000276,0.02,0.07,0.000762,0.07,12.310789,0.000315,0.000434,0,0,0
1990,Annual,1121,Area,0.000994,0.12,0.13,0.003026,0.24,84.670395,0.002248,0.002897,0,0,0
1990,Annual,1122,Area,0.000124,0.01,0.06,0.000341,0.04,5.263514,0.000153,0.000188,0,0,0
1990,Annual,1123,Area,0.010595,0.1,0.93,0.029261,0.66,442.044128,0.012108,0.01564,0,0,0
1990,Annual,1124,Area,0.000727,0.04,0.19,0.002007,0.13,31.745094,0.000761,0.001107,0,0,0
1990,Annual,1125,Area,0.002477,0.21,0.4,0.007539,0.46,195.001068,0.00517,0.006462,0,0,0
1990,Annual,1126,Area,0.000069,0.01,0.02,0.000399,0.02,7.09809,0.000131,0.000255,0,0,0
1990,Annual,1127,Area,0.002591,0.28,0.49,0.003109,0.59,95.222153,0.009271,0.002764,0,0,0
1990,Annual,1128,Area,0.011479,0.19,0.29,0.013774,0.28,330.198608,0.016325,0.010203,0,0,0
1990,Annual,1129,Area,0.000806,0.04,0.08,0.000968,0.11,23.276649,0.001147,0.000717,0,0,0
1990,Annual,1130,Area,0.000653,0.08,0.16,0.010259,0.43,119.147507,0.040571,0.003731,0,0,0
1990,Annual,1131,Area,0.000024,0.02,0.01,0.00037,0.02,10.1593,0.00032,0.00037,0,0,0
1990,Annual,1132,Area,0.000052,0.08,0.02,0.000786,0.1,19.183281,0.000374,0.000786,0,0,0
1990,Annual,1158,Area,0,66.992691,0,0,0,0,65.960892,0.003242,0,221.157288,0
1990,Annual,1190,Area,0,0.997092,0,0,0,0,0,0,0,0,0
1990,Annual,1191,Area,0,0.573752,0,0,0,0,0,0,0,0,0
1990,Annual,1192,Area,0,0.197189,0,0,0,0,0,0,0,0,0
1990,Annual,1193,Area,0,0.303787,0,0,0,0,0,0,0,0,0
1990,Annual,1194,Area,0.0178,0.0454,0.3197,0.0068,0.0856,16.162647,0.000885,0.005897,0,0,0
1990,Annual,1195,Area,0.042079,0.058455,0.655499,0.310891,0.165044,33.456688,0.001831,0.012206,0,0,0
1990,Annual,1196,Area,0.008111,0.01024,0.159497,0.059929,0.036038,6.458764,0.000353,0.002356,0,0,0
1990,Annual,1241,Area,0,4.262618,0,0,0,0,0,0,0,0,0
1990,Annual,1245,Area,0,8.253923,0,0,0,0,0,0,0,0,0
1990,Annual,1275,Area,0,0.9269,0,0,0,0,0,0,0,0,0
